0.2205003	0.2331268	0.2461771	0.2571821
0.2674901	0.2774977	0.2860056	0.2930241
0.3013365	0.3075934	0.314906	0.3221015
0.3288128	0.3356529	0.3414162	0.3470111
0.3522286	0.3575915	0.3624742	0.3664907
0.3705066	0.375405	0.3786594	0.3822631
0.3852506	0.3881143	0.3904357	0.3926586
0.3942405	0.3959321	0.3972926	0.3986479
0.4004283	0.4005071	0.4014882	0.4017189
0.4025312	0.4026234	0.402414	0.4020428
0.4019396	0.4005379	0.4006886	0.3999364
0.4000158	0.3996442	0.3992847	0.4003944
0.4008196	0.4018271	0.4025442	0.403193
0.4043095	0.4046015	0.4052156	0.4052532
0.4051574	0.4053677	0.4046071	0.4050544
0.4046457	0.4057609	0.4056153	0.4063211
0.4060282	0.4066139	0.4067333	0.4054463
0.4055814	0.4046314	0.4035733	0.4036362
0.4030824	0.4035296	0.4044172	0.4062328
0.40693	0.407601	0.4084146	0.4091116
0.4091894	0.4084459	0.4086583	0.4079359
0.4087758	0.4081252	0.4084256	0.4096131
0.4099476	0.4106037	0.4111879	0.4104768
0.4102278	0.4106833	0.4096757	0.4086967
0.4083634	0.4071999	0.4068491	0.4074193
0.4080702	0.4080588	0.4096361	0.41041
0.4111528	0.4117315	0.412138	0.4127828
0.4128434	0.4125769	0.4136364	0.4135072
0.4138992	0.4143205	0.4141421	0.4143915
0.4145936	0.4152794	0.4156069	0.4162112
0.4162084	0.4170153	0.4164449	0.4165451
0.4165991	0.4173296	0.4163473	0.4165276
0.4167583	0.4166458	0.4166996	0.4173297
0.4180057	0.4185957	0.4184658	0.4189373
0.4190067	0.4184488	0.4188305	0.4187471
0.4189561	0.4197994	0.4195116	0.4206715
0.4209138	0.4213307	0.4214725	0.4224339
0.4220918	0.4220236	0.4214347	0.4219182
0.4210466	0.4209975	0.420292	0.4191835
0.4178037	0.4166315	0.4157876	0.4142673
0.4140523	0.4136874	0.4138176	0.4143026
0.4152355	0.4159269	0.4165516	0.4178314
0.4177983	0.4180924	0.4179008	0.4170371
0.4171888	0.4164313	0.4168098	0.4173293
0.4171679	0.4176313	0.4184469	0.4183477
0.4193682	0.4194683	0.4190755	0.4192699
0.4185197	0.4187437	0.4177212	0.4170364
0.4163038	0.4157536	0.4150079	0.4139924
0.4123646	0.4109019	0.4092085	0.4077067
0.4060263	0.4039808	0.4028692	0.4021592
0.4015208	0.4009464	0.4009185	0.4002955
0.4000648	0.3989818	0.3972491	0.3951315
0.3929378	0.3917753	0.3899899	0.3892462
0.3893395	0.3894029	0.389557	0.3907982
0.3907303	0.3906909	0.3902003	0.3893506
0.3880135	0.3873395	0.3866324	0.3859945
0.3844553	0.3843407	0.3833939	0.3818572
0.3800042	0.3787486	0.3757923	0.3736883
0.3706041	0.3682113	0.3660219	0.3630532
0.3599971	0.3564014	0.3529064	0.3486867
0.3444591	0.3396112	0.3344357	0.329771
0.3235045	0.3171486	0.3114617	0.3044617
0.2977663	0.2901507	0.2809505	0.2721408
0.2616235	0.2500558	0.2373551	0.2242775
0.233085	0.2470912	0.2602407	0.2718037
0.2827923	0.2927203	0.3016534	0.3101569
0.3184079	0.3253309	0.3333286	0.3402821
0.3477219	0.3547562	0.3612925	0.3674742
0.372454	0.3781527	0.3830333	0.3876375
0.3921134	0.3968426	0.4007243	0.4039931
0.4072194	0.4105423	0.4133688	0.4151236
0.4168123	0.4192693	0.4205398	0.4221239
0.4227659	0.4243641	0.4249388	0.4251784
0.4251252	0.4254027	0.4250661	0.4250113
0.4246433	0.4238159	0.4237078	0.4229006
0.4228484	0.4220328	0.4223658	0.4223856
0.4238565	0.4243651	0.4258665	0.4264472
0.4271114	0.4277634	0.4279261	0.4286183
0.4281271	0.4284306	0.4280772	0.4281611
0.4285546	0.4280972	0.4288607	0.4290327
0.4296521	0.4298435	0.4299585	0.429054
0.4278912	0.4271808	0.4266722	0.4265133
0.4260267	0.4267249	0.4276256	0.4289899
0.4296911	0.4311506	0.4320809	0.4317935
0.4319979	0.4325025	0.4319685	0.4313244
0.431912	0.4319175	0.4320741	0.4329286
0.4330579	0.4334168	0.4341475	0.4340055
0.4344372	0.4339294	0.4327561	0.4326092
0.4310281	0.4301778	0.4299009	0.4300389
0.431165	0.4321215	0.432424	0.4342773
0.435121	0.435355	0.4362953	0.4361351
0.4368027	0.4365758	0.4372314	0.4367019
0.4371842	0.4383272	0.4386551	0.4381878
0.438968	0.4393854	0.4395715	0.4400809
0.4399803	0.440255	0.4410273	0.4412934
0.4410705	0.4411861	0.441038	0.4408973
0.4404408	0.4401906	0.4407948	0.4412639
0.4417802	0.4426389	0.442451	0.4426856
0.4428435	0.4430374	0.4422617	0.4423917
0.4434565	0.4431218	0.4441049	0.4442886
0.4455415	0.4459583	0.4462774	0.446579
0.4459833	0.4465762	0.4462951	0.4455404
0.4458521	0.4447784	0.4446602	0.4434883
0.4425382	0.4402438	0.439112	0.4381304
0.4376998	0.4377753	0.4380673	0.4379788
0.438869	0.4396255	0.4408383	0.4415522
0.4416546	0.441117	0.4413439	0.4411861
0.4409525	0.4408226	0.441178	0.4412274
0.4416041	0.4417112	0.4426177	0.4431924
0.443335	0.4428926	0.4426598	0.4426056
0.4424719	0.442469	0.441971	0.4414757
0.4402064	0.440269	0.4386218	0.4376565
0.4363026	0.4350609	0.4324543	0.4310966
0.4285965	0.4270056	0.4253118	0.4246862
0.4246306	0.4241043	0.4241311	0.4230902
0.4227022	0.421478	0.4197284	0.417797
0.4152924	0.4136064	0.4122291	0.4114678
0.4115801	0.4117452	0.4120209	0.4126149
0.4131773	0.4125722	0.4119412	0.4114872
0.4107066	0.409346	0.4081824	0.4079024
0.4064568	0.4057434	0.4047207	0.4039665
0.4022917	0.4004301	0.3979602	0.3952729
0.3920297	0.3898019	0.386622	0.3838727
0.3808449	0.3768985	0.372977	0.3691965
0.3646144	0.3600556	0.3539956	0.3487901
0.3426583	0.33621	0.3294288	0.3220349
0.3147714	0.3064543	0.297115	0.2880318
0.2764105	0.2646409	0.2514202	0.2376634
0.2451545	0.2599924	0.2739085	0.2861792
0.2982834	0.3084143	0.317942	0.3265989
0.3347993	0.3431786	0.3504002	0.3580971
0.3655104	0.3731255	0.3799244	0.3864066
0.3920561	0.3977259	0.4026142	0.4079329
0.4126497	0.41717	0.4217441	0.424593
0.4280372	0.4314611	0.4338172	0.4364897
0.439319	0.4405842	0.4421181	0.4441276
0.4451483	0.4458659	0.447125	0.4472428
0.4480197	0.4474109	0.4473479	0.4466449
0.4460702	0.445488	0.4445222	0.444358
0.4436396	0.4441593	0.4437554	0.4448081
0.4452123	0.4458317	0.4473896	0.4482525
0.4487942	0.4493493	0.4503378	0.4501876
0.4499866	0.4502924	0.4498905	0.4497626
0.450273	0.4505563	0.4503239	0.4507813
0.4520271	0.4512264	0.4509292	0.45062
0.4499146	0.4488047	0.448788	0.4475641
0.4476148	0.4487843	0.4499897	0.4509387
0.4516307	0.4529598	0.4537523	0.4539306
0.4543551	0.4543809	0.4535725	0.4539602
0.4535063	0.4536163	0.4538425	0.4551215
0.4548076	0.4557211	0.4564394	0.4567228
0.4567364	0.4557359	0.4549956	0.4540108
0.4529408	0.4528967	0.4521005	0.4518713
0.4526594	0.4532239	0.4548825	0.4558207
0.4563513	0.4576977	0.4579255	0.4583891
0.4583163	0.4588031	0.4594388	0.4595757
0.4599353	0.4602997	0.4604724	0.4611122
0.4615031	0.4611027	0.4612774	0.4616921
0.4620045	0.463042	0.4627424	0.46362
0.4634824	0.4629554	0.4626543	0.4632575
0.463357	0.4630688	0.4632271	0.4635651
0.4646993	0.4651803	0.4647199	0.4653832
0.4652141	0.4651371	0.4649228	0.4654775
0.4656335	0.4659452	0.4671211	0.4669268
0.4679268	0.4687835	0.4692744	0.4689795
0.4692237	0.4695823	0.4687724	0.4690019
0.4684158	0.4681435	0.4673799	0.4662713
0.4646821	0.4634053	0.4622141	0.4603657
0.4601581	0.45951	0.4603107	0.460794
0.461706	0.4626833	0.4629253	0.4640099
0.4645654	0.4645537	0.4644044	0.4637925
0.4630196	0.4637574	0.4630194	0.4638797
0.4640551	0.464882	0.4646901	0.4654833
0.4657236	0.4656832	0.4656686	0.4660804
0.465445	0.4646164	0.4644686	0.4641045
0.4634597	0.4620941	0.4609843	0.4606808
0.4586977	0.4571923	0.45502	0.4528842
0.4503981	0.4486371	0.4469351	0.4463189
0.4461721	0.4457121	0.445394	0.4446227
0.4446368	0.4423986	0.4413564	0.4386216
0.4366641	0.4345345	0.4335723	0.432347
0.4321708	0.4322262	0.4335378	0.4338527
0.4340191	0.4332442	0.4334284	0.4324222
0.4316273	0.4298687	0.4294353	0.428426
0.427861	0.4271567	0.4257503	0.4239519
0.4223399	0.420177	0.4178299	0.4149405
0.4122474	0.4092648	0.4065589	0.4037823
0.4002963	0.3970033	0.3927918	0.3880499
0.3837902	0.3779503	0.3727425	0.3667983
0.3596608	0.3535889	0.3461369	0.3389379
0.330554	0.3224255	0.3129056	0.3020792
0.290906	0.278076	0.264706	0.2494403
0.2566967	0.2719537	0.2856161	0.2990092
0.3110258	0.3217671	0.3316417	0.3415883
0.3501701	0.3584615	0.3665406	0.3748185
0.3823518	0.3894188	0.3970841	0.4035885
0.4097676	0.4151464	0.4205664	0.4260127
0.4313308	0.4361336	0.4400612	0.4442452
0.4475401	0.4514913	0.4541102	0.4559992
0.4589452	0.4606443	0.4624731	0.4635744
0.4650977	0.4663121	0.4664918	0.466943
0.4681497	0.4680243	0.4676699	0.4666995
0.4660428	0.465945	0.4652478	0.4636935
0.4636298	0.463898	0.4640868	0.464355
0.4650731	0.465741	0.4666541	0.4681737
0.4690442	0.469068	0.4703067	0.4703847
0.4700177	0.4694297	0.4697921	0.469459
0.4694992	0.4702842	0.4703458	0.4714441
0.4714731	0.4720257	0.4712113	0.4710625
0.4696096	0.4686651	0.4676667	0.4679505
0.4677833	0.4681392	0.4695835	0.4702805
0.4714	0.4730397	0.4736465	0.4742364
0.473901	0.4744177	0.4732681	0.4731858
0.4734811	0.473377	0.474368	0.4742816
0.4749485	0.4756268	0.4762618	0.4767855
0.4761549	0.4756416	0.4749764	0.4742303
0.4727849	0.4720761	0.471944	0.4717497
0.4723699	0.4731792	0.4750137	0.4755389
0.4772241	0.4775321	0.4785149	0.4783609
0.478357	0.4792306	0.4790038	0.4794492
0.4797417	0.4805492	0.480887	0.4816083
0.4809825	0.4813793	0.481883	0.4826865
0.4828879	0.4837629	0.4837391	0.4840922
0.4839735	0.483966	0.4834103	0.4838262
0.4830722	0.4833833	0.4841571	0.4837781
0.484412	0.4857018	0.4859099	0.4855818
0.4856434	0.4863586	0.4856482	0.4859151
0.4866222	0.4863365	0.4873035	0.48796
0.4892749	0.4891541	0.4898819	0.4897926
0.4899406	0.4901839	0.4895156	0.4891648
0.4888765	0.4889484	0.487525	0.4871093
0.4848246	0.4839928	0.4826793	0.4812544
0.4803155	0.4802957	0.4801749	0.4809271
0.4816592	0.4826649	0.4837008	0.4843153
0.4852934	0.4844199	0.4848205	0.4838529
0.4840292	0.483998	0.4837225	0.484787
0.4848207	0.4850275	0.4861568	0.4864727
0.4859842	0.4862122	0.4863376	0.4860653
0.4865027	0.4859665	0.484725	0.484088
0.4838572	0.4833208	0.4819576	0.4806749
0.4789986	0.4772736	0.4744179	0.4729643
